Combination	AUC
GWAS&H3K27ac&H3K4me1&H3K4me3&non_neuroectoderm	0.890158761
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm	0.890130136
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&epidermal	0.890106791
GWAS&H3K4me2&non_neuroectoderm&placode&neural_crest	0.8899751
GWAS&H3K27ac&H3K4me2&non_neuroectoderm&placode	0.889956217
GWAS&H3K27me3&H3K4me3&placode	0.889917955
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&neural_crest	0.889854688
GWAS&H3K27me3&H3K4me2&non_neuroectoderm	0.889838578
GWAS&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.889808349
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&epidermal	0.889786309
GWAS&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm&placode	0.889782863
GWAS&H3K27ac&H3K27me3&H3K4me2&neural_crest	0.889769556
GWAS&H3K27me3&H3K4me1&H3K4me2&epidermal&neural_crest	0.889731837
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&epidermal&placode	0.8897188
GWAS&H3K4me1&H3K4me3&non_neuroectoderm	0.889664903
GWAS&H3K4me2&H3K36me3&epidermal&placode	0.889647335
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&placode&neural_crest	0.889564548
GWAS&H3K4me2&H3K36me3&non_neuroectoderm&epidermal	0.889549576
GWAS&epidermal	0.889544538
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.8895114
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&epidermal	0.88914876
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.8890139
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.888963442
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm	0.888915028
GWAS&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.888837608
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal	0.888751793
GWAS&H3K27me3&H3K4me2&H3K4me3&non_neuroectoderm	0.8887103
GWAS&H3K27me3&H3K4me1&H3K36me3&placode	0.88866112
GWAS&H3K27ac&H3K27me3&H3K4me3&placode	0.88853678
GWAS&H3K27ac&H3K27me3&non_neuroectoderm&epidermal	0.888471549
GWAS&H3K27ac&H3K27me3&H3K4me2&non_neuroectoderm&epidermal&placode&neural_crest	0.888329604
GWAS&H3K27ac&H3K27me3&H3K4me2&epidermal&placode&neural_crest	0.888257056
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.888232937
GWAS&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.888123054
GWAS&H3K27me3&H3K4me1&epidermal	0.888107122
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.88808962
GWAS&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.888047565
GWAS&H3K27me3&H3K4me3&non_neuroectoderm&placode	0.888034647
GWAS&H3K27me3&neural_crest	0.88800624
GWAS&H3K4me1&H3K4me3&H3K36me3&placode	0.887934101
GWAS&H3K27me3&H3K4me1&H3K4me3&placode	0.887904498
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm	0.88787491
GWAS&H3K27ac&H3K36me3&non_neuroectoderm	0.887731454
GWAS&H3K4me1&H3K4me2&H3K36me3&epidermal	0.887677251
GWAS&H3K4me2	0.887617674
GWAS&H3K27me3&H3K4me1&non_neuroectoderm&epidermal&placode	0.887589164
GWAS&H3K27ac&H3K4me2&placode	0.887577488
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&placode&neural_crest	0.887565205
GWAS&H3K4me1&H3K36me3&non_neuroectoderm&epidermal	0.887536553
GWAS&H3K27ac&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.88751181
GWAS&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&placode	0.887478687
GWAS&H3K27ac&H3K4me1&neural_crest	0.887471964
GWAS&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.887437954
GWAS&H3K4me1&H3K4me3&H3K36me3&epidermal&placode	0.88737446
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&epidermal	0.887373432
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&epidermal	0.887224796
GWAS&H3K27me3&H3K4me1&H3K4me2&neural_crest	0.887200082
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&epidermal&placode&neural_crest	0.887107813
GWAS&H3K4me1&H3K4me3&H3K36me3	0.887102769
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.887063394
GWAS&H3K27ac&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.887033156
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&neural_crest	0.886910379
GWAS&H3K27me3&H3K4me2&H3K36me3&placode	0.886837718
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&neural_crest	0.88679549
GWAS&H3K4me2&H3K4me3&H3K36me3&epidermal&neural_crest	0.88679124
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&placode	0.886706221
GWAS&H3K4me3&non_neuroectoderm&placode&neural_crest	0.886640611
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&epidermal&placode&neural_crest	0.886607129
GWAS&H3K27me3&H3K4me2&epidermal	0.886598678
GWAS&H3K27me3&non_neuroectoderm&placode	0.886596372
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.886585182
GWAS&H3K4me1&H3K4me2&placode&neural_crest	0.88656832
GWAS&H3K27ac&H3K27me3&H3K4me2&non_neuroectoderm&placode	0.886564411
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&neural_crest	0.886548737
GWAS&H3K27ac&non_neuroectoderm&placode	0.886470387
GWAS&H3K4me1&H3K4me2&H3K36me3&placode&neural_crest	0.88644714
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.88641824
GWAS&H3K27ac&H3K27me3&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.886389567
GWAS&H3K27ac&H3K4me2&epidermal&neural_crest	0.886344605
GWAS&H3K27ac&H3K27me3&H3K36me3&placode	0.886287459
GWAS&H3K27me3&H3K4me1&epidermal&neural_crest	0.886265971
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.886250188
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.886033502
GWAS&H3K27ac&H3K4me2&H3K4me3	0.88587027
GWAS&H3K27me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.885853853
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.885840104
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm	0.88577099
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&epidermal&placode	0.88575398
GWAS&H3K27ac&H3K27me3&H3K4me3&non_neuroectoderm&neural_crest	0.885741353
GWAS&H3K4me1&H3K4me2&placode	0.885559417
GWAS&H3K27ac&H3K4me3&H3K36me3&epidermal	0.885473149
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&placode	0.88546072
GWAS&H3K27ac&H3K27me3&H3K36me3&non_neuroectoderm	0.885373526
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&placode&neural_crest	0.885328007
GWAS&H3K4me1&H3K4me2&H3K4me3&epidermal	0.885301754
GWAS&H3K4me2&placode	0.885211505
GWAS&H3K27me3&H3K4me2&H3K36me3&epidermal	0.885195586
GWAS&H3K27ac&neural_crest	0.885186035
GWAS&H3K27ac&H3K4me2&non_neuroectoderm&epidermal&placode	0.88507471
GWAS&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm	0.885040026
GWAS&H3K27ac&H3K27me3&H3K36me3	0.88493718
GWAS&H3K27ac&H3K4me1&H3K36me3&epidermal&neural_crest	0.884861549
GWAS&H3K4me1&H3K4me3&epidermal&placode	0.884824377
GWAS&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&placode	0.884538055
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&epidermal&placode	0.884519691
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.884247865
GWAS&H3K27me3&H3K36me3&non_neuroectoderm&neural_crest	0.884225178
GWAS&H3K27me3&H3K4me1&non_neuroectoderm&placode&neural_crest	0.884172406
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&placode&neural_crest	0.884131345
GWAS&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.884093726
GWAS&H3K4me2&non_neuroectoderm	0.884061566
GWAS&H3K27ac&H3K4me1&H3K4me2&neural_crest	0.884051617
GWAS&H3K4me1&H3K36me3&epidermal	0.883988822
GWAS&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&epidermal	0.883942201
GWAS&H3K27ac&H3K4me3&non_neuroectoderm&epidermal	0.883918636
GWAS&H3K4me2&H3K4me3&H3K36me3	0.883878103
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&neural_crest	0.883873535
GWAS&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm	0.883763168
GWAS&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.883617394
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode	0.88349986
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&placode	0.883499218
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&placode	0.883473255
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3	0.883163812
GWAS&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm	0.883159391
GWAS&H3K27me3&epidermal&placode	0.883101024
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&placode&neural_crest	0.883093121
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&epidermal&placode&neural_crest	0.88306955
GWAS&non_neuroectoderm&placode	0.882979504
GWAS&H3K4me1&non_neuroectoderm&epidermal	0.882812866
GWAS&H3K27me3&H3K4me1	0.882804045
GWAS&H3K36me3	0.882791446
GWAS&H3K4me1&H3K4me2&H3K4me3&epidermal&neural_crest	0.882718926
GWAS&H3K27ac&H3K4me1&epidermal	0.882683906
GWAS&H3K27me3&non_neuroectoderm	0.882539738
GWAS&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode	0.882523835
GWAS&H3K4me1&neural_crest	0.882395736
GWAS&H3K27me3&H3K4me2&H3K4me3&placode	0.882152914
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&epidermal&placode&neural_crest	0.882044244
GWAS&H3K4me1&non_neuroectoderm&placode&neural_crest	0.882034963
GWAS&H3K4me1&H3K4me3&epidermal&neural_crest	0.882022602
GWAS&H3K27ac&H3K27me3&H3K4me2&placode	0.881919958
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&placode	0.881860439
GWAS&H3K4me2&H3K4me3&non_neuroectoderm&epidermal	0.881842014
GWAS&H3K27me3&H3K36me3&non_neuroectoderm	0.881684023
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&placode&neural_crest	0.8813175
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&placode	0.881234107
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&placode	0.881164105
GWAS&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&placode	0.881116434
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal	0.880971044
GWAS&H3K27ac&H3K4me1&non_neuroectoderm&epidermal	0.880968905
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.880918908
GWAS&H3K27me3&H3K4me1&non_neuroectoderm&epidermal	0.880870869
GWAS&H3K27ac&H3K4me2&H3K36me3&neural_crest	0.880762558
GWAS&H3K27ac&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&neural_crest	0.880718447
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&neural_crest	0.88071219
GWAS&H3K4me1&H3K36me3	0.880591002
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.880575193
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm	0.880429125
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm	0.880273639
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.880270983
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&epidermal&neural_crest	0.880044563
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.879942182
GWAS&H3K27ac&H3K27me3&H3K4me1&non_neuroectoderm&neural_crest	0.879941918
GWAS&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.879684274
GWAS&H3K27me3&H3K4me1&placode	0.879592566
GWAS&H3K4me2&non_neuroectoderm&epidermal&placode	0.879573495
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&placode	0.879558813
GWAS&H3K4me1&H3K4me2&epidermal	0.879485446
GWAS&H3K27ac&H3K4me2&non_neuroectoderm&epidermal&placode&neural_crest	0.879373585
GWAS&H3K27ac&non_neuroectoderm&epidermal	0.879305267
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.879240572
GWAS&H3K27me3&H3K4me1&H3K36me3&epidermal	0.879132534
GWAS&H3K27ac&H3K27me3&non_neuroectoderm&epidermal&neural_crest	0.879108374
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&placode	0.879106492
GWAS&H3K27ac&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.879099739
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm	0.878995507
GWAS&H3K27ac&H3K27me3&H3K4me1&neural_crest	0.878988442
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&neural_crest	0.878926217
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode	0.878868077
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&placode	0.878632789
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&epidermal	0.878596339
GWAS&H3K27ac&H3K4me2&H3K36me3&non_neuroectoderm&epidermal	0.87842984
GWAS&H3K27ac&H3K4me1&H3K36me3&epidermal	0.878414148
GWAS&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.878312148
GWAS&H3K4me3&H3K36me3&non_neuroectoderm&epidermal	0.878227896
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.878222649
GWAS&H3K27ac&H3K4me1&H3K4me2&epidermal&placode&neural_crest	0.878068758
GWAS&H3K27me3&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.877825765
GWAS&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode&neural_crest	0.877822582
GWAS&H3K4me1&placode&neural_crest	0.877719656
GWAS&H3K27ac&H3K4me2&H3K36me3&epidermal	0.877678692
GWAS&H3K4me1&H3K36me3&neural_crest	0.8776521
GWAS&H3K27ac&H3K4me1&non_neuroectoderm&epidermal&placode&neural_crest	0.877634341
GWAS&H3K27me3&H3K4me3&non_neuroectoderm&epidermal&placode	0.877548594
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal	0.87727704
GWAS&H3K27ac&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm	0.877263531
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.877256566
GWAS&H3K27me3&H3K4me1&non_neuroectoderm&neural_crest	0.87724089
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3	0.877174123
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.877108167
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.87707104
GWAS&H3K27me3&H3K4me3&epidermal&neural_crest	0.877057077
GWAS&H3K4me1&H3K4me2&H3K36me3&epidermal&placode&neural_crest	0.877035579
GWAS&H3K27ac&placode	0.876989375
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&placode	0.876852844
GWAS&H3K27ac&H3K4me1&H3K4me2&non_neuroectoderm&epidermal	0.876555441
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode&neural_crest	0.876420127
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&epidermal	0.876363972
GWAS&H3K27me3&H3K4me1&non_neuroectoderm&placode	0.876250673
GWAS&H3K4me3&non_neuroectoderm&epidermal&placode	0.876074855
GWAS&H3K4me1&H3K4me2&H3K36me3&epidermal&neural_crest	0.876047709
GWAS&H3K4me1&H3K4me3&placode	0.875977089
GWAS&H3K27ac&H3K4me1&H3K36me3&epidermal&placode	0.875910545
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&neural_crest	0.87588163
GWAS&H3K27ac&H3K4me1&H3K4me2&non_neuroectoderm&neural_crest	0.875851546
GWAS&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&neural_crest	0.875834899
GWAS&H3K27ac&H3K27me3&H3K4me2&epidermal&neural_crest	0.875782187
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&neural_crest	0.875768478
GWAS&H3K27me3&epidermal&neural_crest	0.875691699
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.875529119
GWAS&H3K4me1&H3K4me3&H3K36me3&epidermal	0.875493153
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.875409801
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.875408385
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&placode	0.875380707
GWAS&H3K27ac&H3K27me3&H3K4me2&non_neuroectoderm&placode&neural_crest	0.875310674
GWAS&H3K27ac&H3K27me3&H3K4me3&neural_crest	0.87522683
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.875018858
GWAS&H3K4me1&H3K4me3&epidermal	0.874947077
GWAS&H3K27me3&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode	0.874748854
GWAS&H3K27me3&H3K4me1&H3K4me2&epidermal	0.874720242
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&placode&neural_crest	0.874712697
GWAS&H3K27ac&H3K4me1&H3K4me3&placode	0.874569087
GWAS&H3K4me1&H3K36me3&epidermal&neural_crest	0.874471402
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&placode&neural_crest	0.874392033
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&epidermal&neural_crest	0.874333869
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3	0.87427368
GWAS&H3K27ac&H3K36me3&non_neuroectoderm&placode	0.874026643
GWAS&H3K4me3&H3K36me3	0.873987097
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3	0.873733313
GWAS&H3K27ac&H3K4me1&H3K36me3&placode	0.873701382
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&non_neuroectoderm&epidermal	0.873668216
GWAS&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode	0.873662945
GWAS&H3K27ac&H3K4me2&H3K4me3&H3K36me3&neural_crest	0.873638385
GWAS&H3K4me3&epidermal&neural_crest	0.87344935
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.873437658
GWAS&H3K27ac&H3K27me3&non_neuroectoderm&neural_crest	0.873301204
GWAS&H3K4me1&H3K4me3&non_neuroectoderm&epidermal&placode&neural_crest	0.873297767
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode	0.873271602
GWAS&H3K4me1&H3K4me2&neural_crest	0.872694155
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&placode	0.872689945
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.872446244
GWAS&H3K27ac&H3K4me3&non_neuroectoderm&epidermal&neural_crest	0.872366243
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.8722685
GWAS&H3K27ac&epidermal	0.872250299
GWAS&H3K27ac&H3K4me1&placode&neural_crest	0.872045579
GWAS&H3K27me3&non_neuroectoderm&placode&neural_crest	0.871918912
GWAS&H3K27ac&H3K27me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.871734997
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal	0.871680633
GWAS&H3K27ac&H3K27me3&H3K4me1&placode&neural_crest	0.871670927
GWAS&H3K4me1&H3K4me2&non_neuroectoderm&neural_crest	0.871645738
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&non_neuroectoderm&placode&neural_crest	0.871549647
GWAS&H3K27me3&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.871428187
GWAS&H3K27me3&non_neuroectoderm&neural_crest	0.871401667
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3&neural_crest	0.871249791
GWAS&H3K27ac&H3K27me3&H3K4me1&epidermal&placode	0.870927878
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.870818153
GWAS&H3K4me2&neural_crest	0.870457416
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.870246131
GWAS&H3K27ac&H3K27me3&H3K4me1&epidermal&neural_crest	0.870204909
GWAS&H3K27me3&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.870138779
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&placode	0.869458371
GWAS&H3K27ac&epidermal&neural_crest	0.869345162
GWAS&H3K27ac&H3K4me1&H3K4me2&non_neuroectoderm&placode	0.869342011
GWAS&H3K36me3&non_neuroectoderm&placode	0.869279561
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&neural_crest	0.869044971
GWAS&H3K27ac&H3K4me2&H3K4me3&neural_crest	0.869003001
GWAS&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm&placode	0.868847744
GWAS&H3K27me3&H3K4me1&non_neuroectoderm&epidermal&neural_crest	0.868821533
GWAS&H3K4me3&H3K36me3&non_neuroectoderm	0.868803863
GWAS&H3K4me2&epidermal&neural_crest	0.868660431
GWAS&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm	0.868551921
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&placode	0.868362842
GWAS&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.868335589
GWAS&H3K4me1&non_neuroectoderm&epidermal&neural_crest	0.868263142
GWAS&H3K27ac&H3K27me3&non_neuroectoderm&epidermal&placode	0.868227668
GWAS&H3K27ac	0.867814836
GWAS&H3K4me1&H3K4me2&H3K4me3&non_neuroectoderm&epidermal&placode	0.867657414
GWAS&H3K27ac&H3K4me1&H3K4me2&H3K4me3&H3K36me3&non_neuroectoderm	0.867464003
GWAS&H3K4me1&H3K4me2&H3K36me3	0.867442235
GWAS&H3K27me3&H3K4me3&neural_crest	0.867250128
GWAS&H3K4me3	0.867227701
GWAS&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.867207899
GWAS&H3K27me3&H3K36me3&non_neuroectoderm&placode	0.866910311
GWAS&H3K27me3&H3K4me3&non_neuroectoderm&neural_crest	0.866762386
GWAS&H3K27ac&H3K4me2&non_neuroectoderm&epidermal	0.866696779
GWAS&H3K4me2&non_neuroectoderm&epidermal	0.86594412
GWAS&H3K27ac&H3K4me2&neural_crest	0.865834048
GWAS&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode	0.86580463
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K4me3&H3K36me3&placode	0.865729114
GWAS&H3K27ac&H3K27me3&H3K4me2&H3K36me3&placode	0.865680934
GWAS&H3K27ac&H3K27me3&non_neuroectoderm	0.865466323
GWAS&H3K27me3&non_neuroectoderm&epidermal&placode	0.865453798
GWAS&H3K27ac&H3K27me3&H3K4me3	0.865425451
GWAS&H3K27me3&H3K4me3&non_neuroectoderm&placode&neural_crest	0.864998714
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm	0.864915238
GWAS&H3K27ac&H3K36me3	0.864807556
GWAS&H3K27ac&H3K27me3&epidermal&neural_crest	0.86471723
GWAS&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.864559689
GWAS&H3K4me1&H3K4me2&non_neuroectoderm&epidermal&placode&neural_crest	0.864280131
GWAS&H3K27me3&H3K4me1&neural_crest	0.864146535
GWAS&H3K27ac&H3K27me3&H3K4me1&H3K36me3&non_neuroectoderm	0.864135963
GWAS&H3K27me3&H3K4me1&H3K4me2&H3K36me3&non_neuroectoderm&epidermal&placode	0.864074949
GWAS&H3K27ac&H3K4me1&non_neuroectoderm&epidermal&placode	0.864043089
GWAS&H3K27ac&H3K4me1&H3K36me3&non_neuroectoderm&epidermal&placode&neural_crest	0.863638222
GWAS&H3K27ac&H3K27me3&H3K4me3&H3K36me3&placode	0.863517398
GWAS&H3K27ac&H3K4me1&H3K4me2&epidermal&neural_crest	0.863313719
GWAS&H3K4me1&H3K36me3&epidermal&placode	0.863162368
GWAS&H3K4me1&H3K4me3&H3K36me3&non_neuroectoderm&epidermal&neural_crest	0.862874042
GWAS&H3K27ac&H3K36me3&non_neuroectoderm&epidermal	0.862771738
GWAS&H3K27ac&H3K4me1&non_neuroectoderm	0.862741125
GWAS&H3K27ac&H3K4me3	0.862691823
GWAS&H3K4me1&H3K4me2&non_neuroectoderm&epidermal	0.862608176
GWAS&H3K4me1&H3K4me2&H3K4me3	0.862576773
